Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1105732,02/06/2020,Northeast,Connecticut,New Haven,Women's Apparel,62,200,12400.0,4545.09,0.37,Online
West Gear,1105732,02/06/2020,West,Colorado,Colorado Springs,Women's Athletic Footwear,82,218,17876.0,6530.78,0.37,Online
Kohl's,1189833,02/06/2020,Southeast,North Carolina,Durham,Men's Apparel,52,300,15600.0,5692.84,0.36,In-store
Kohl's,1189833,02/06/2020,Southeast,Florida,Tampa,Women's Street Footwear,64,65,4160.0,1290.71,0.31,Online
Kohl's,1189833,02/06/2020,Midwest,Minnesota,Saint Paul,Women's Street Footwear,59,384,22656.0,6710.82,0.3,Online
Kohl's,1189833,02/06/2020,South,Louisiana,New Orleans,Men's Street Footwear,60,62,3720.0,1266.95,0.34,In-store
Sports Direct,1128299,02/06/2021,Northeast,New Jersey,Trenton,Women's Apparel,58,335,19430.0,6762.12,0.35,Online
Amazon,1167421,02/06/2021,Midwest,Ohio,Columbus,Women's Apparel,36,350,12600.0,5653.89,0.45,Online
Kohl's,1189833,02/06/2021,Midwest,Minnesota,Minneapolis,Men's Apparel,49,223,10927.0,3500.19,0.32,In-store
Foot Locker,1185732,02/06/2021,Northeast,Connecticut,New Haven,Women's Apparel,33,76,2508.0,673.76,0.27,Outlet
Foot Locker,1185732,02/06/2021,West,Washington,Tacoma,Men's Athletic Footwear,82,294,24108.0,10738.94,0.45,Online
Walmart,1197831,02/06/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,69,297,20493.0,5168.38,0.25,Outlet
Amazon,1167421,02/06/2021,South,Louisiana,Baton Rouge,Men's Apparel,25,128,3200.0,909.83,0.28,Online
Amazon,1167421,02/06/2021,South,Mississippi,Hattiesburg,Men's Athletic Footwear,56,128,7168.0,2888.99,0.4,In-store
Foot Locker,1185732,02/06/2021,Northeast,New Jersey,Newark,Women's Apparel,56,388,21728.0,8610.35,0.4,In-store
West Gear,1105732,02/06/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,85,244,20740.0,7124.78,0.34,Online
Foot Locker,1185732,02/07/2020,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,58,90,5220.0,1819.96,0.35,Online
Amazon,1167421,02/07/2020,Midwest,Indiana,Evansville,Men's Street Footwear,44,141,6204.0,2014.46,0.32,Outlet
Walmart,1197831,02/07/2020,West,Oregon,Portland,Men's Street Footwear,65,104,6760.0,2860.09,0.42,In-store
West Gear,1105732,02/07/2020,Midwest,Illinois,Peoria,Men's Street Footwear,75,303,22725.0,8146.24,0.36,Outlet
Walmart,1197831,02/07/2020,West,Colorado,Colorado Springs,Women's Athletic Footwear,57,355,20235.0,8973.33,0.44,In-store
West Gear,1105732,02/07/2020,Midwest,Illinois,Peoria,Men's Apparel,25,288,7200.0,1838.46,0.26,Outlet
West Gear,1105732,02/07/2020,Northeast,New York,Albany,Women's Apparel,49,390,19110.0,8273.36,0.43,In-store
West Gear,1105732,02/07/2020,Midwest,Indiana,Fort Wayne,Women's Street Footwear,69,375,25875.0,10106.76,0.39,Online
West Gear,1105732,02/07/2020,West,Colorado,Aurora,Men's Apparel,27,154,4158.0,1436.05,0.35,Online
Walmart,1197831,02/07/2020,South,Louisiana,New Orleans,Men's Street Footwear,54,204,11016.0,3352.21,0.3,In-store
Amazon,1167421,02/07/2020,Northeast,Connecticut,New Haven,Men's Athletic Footwear,68,77,5236.0,1755.0,0.34,Online
Foot Locker,1185732,02/07/2020,South,Louisiana,Baton Rouge,Women's Street Footwear,40,97,3880.0,1087.52,0.28,Outlet
West Gear,1105732,02/07/2020,Northeast,Massachusetts,Worcester,Men's Street Footwear,52,73,3796.0,1161.49,0.31,Outlet
Foot Locker,1185732,02/07/2021,Northeast,New Jersey,Trenton,Women's Street Footwear,58,92,5336.0,1912.08,0.36,In-store
West Gear,1105732,02/07/2021,South,Arkansas,Little Rock,Women's Apparel,49,380,18620.0,8369.05,0.45,Online
Amazon,1167421,02/07/2021,West,Oregon,Salem,Men's Apparel,49,54,2646.0,831.67,0.31,In-store
Kohl's,1189833,02/07/2021,West,California,Los Angeles,Men's Athletic Footwear,60,252,15120.0,5408.97,0.36,Outlet
Walmart,1197831,02/07/2021,West,Colorado,Colorado Springs,Men's Athletic Footwear,70,223,15610.0,5312.56,0.34,Outlet
West Gear,1105732,02/07/2021,South,Mississippi,Hattiesburg,Women's Athletic Footwear,63,320,20160.0,7003.17,0.35,Outlet
Walmart,1197831,02/07/2021,Northeast,Pennsylvania,Pittsburgh,Women's Apparel,39,68,2652.0,1304.21,0.49,In-store
Kohl's,1189833,02/07/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,87,189,16443.0,7151.59,0.43,Online
Kohl's,1189833,02/07/2021,South,Louisiana,New Orleans,Women's Street Footwear,40,392,15680.0,5173.85,0.33,Outlet
Kohl's,1189833,02/08/2020,West,Oregon,Salem,Men's Street Footwear,61,59,3599.0,868.14,0.24,Outlet
Amazon,1167421,02/08/2020,Southeast,Tennessee,Memphis,Men's Athletic Footwear,55,169,9295.0,3188.61,0.34,Outlet
West Gear,1105732,02/08/2020,Northeast,Massachusetts,Boston,Men's Athletic Footwear,54,160,8640.0,2500.02,0.29,Online
Foot Locker,1185732,02/08/2020,Southeast,Tennessee,Knoxville,Women's Apparel,47,127,5969.0,2105.93,0.35,In-store
Kohl's,1189833,02/08/2020,South,Arkansas,Fort Smith,Women's Street Footwear,54,397,21438.0,7426.64,0.35,In-store
Foot Locker,1185732,02/08/2020,South,Texas,Dallas,Men's Apparel,41,86,3526.0,795.23,0.23,Outlet
Sports Direct,1128299,02/08/2020,South,Mississippi,Gulfport,Women's Apparel,49,226,11074.0,5392.07,0.49,In-store
West Gear,1105732,02/08/2020,Southeast,Georgia,Atlanta,Women's Apparel,59,273,16107.0,4770.58,0.3,Outlet
Sports Direct,1128299,02/08/2020,Southeast,Georgia,Atlanta,Women's Apparel,32,76,2432.0,801.21,0.33,Outlet
Foot Locker,1185732,02/08/2020,South,Texas,San Antonio,Women's Street Footwear,67,306,20502.0,6517.8,0.32,In-store
Amazon,1167421,02/08/2020,West,Nevada,Henderson,Men's Apparel,33,262,8646.0,2696.79,0.31,Online
Kohl's,1189833,02/08/2020,South,Arkansas,Fayetteville,Men's Apparel,40,342,13680.0,4505.02,0.33,Outlet
Kohl's,1189833,02/08/2020,Midwest,Michigan,Ann Arbor,Women's Athletic Footwear,81,112,9072.0,2191.75,0.24,Outlet
Sports Direct,1128299,02/08/2020,West,Colorado,Colorado Springs,Men's Athletic Footwear,87,303,26361.0,7594.12,0.29,Outlet
Walmart,1197831,02/08/2020,West,California,Sacramento,Women's Athletic Footwear,64,218,13952.0,4974.57,0.36,Online
Foot Locker,1185732,02/08/2020,South,Mississippi,Gulfport,Women's Apparel,46,53,2438.0,877.47,0.36,Outlet
Kohl's,1189833,02/08/2020,South,Louisiana,New Orleans,Women's Apparel,44,46,2024.0,548.97,0.27,Outlet
Sports Direct,1128299,02/08/2020,West,California,San Diego,Women's Street Footwear,59,237,13983.0,5421.03,0.39,In-store
West Gear,1105732,02/08/2020,West,California,San Francisco,Women's Athletic Footwear,79,339,26781.0,10342.01,0.39,Online
Foot Locker,1185732,02/08/2021,Northeast,Massachusetts,Springfield,Women's Street Footwear,48,346,16608.0,4389.9,0.26,Outlet
Walmart,1197831,02/08/2021,South,Texas,Houston,Men's Athletic Footwear,88,353,31064.0,14066.78,0.45,In-store
Kohl's,1189833,02/08/2021,Northeast,New Jersey,Trenton,Men's Apparel,49,293,14357.0,4652.48,0.32,In-store
Amazon,1167421,02/08/2021,Northeast,Pennsylvania,Allentown,Men's Athletic Footwear,66,288,19008.0,8548.31,0.45,In-store
Foot Locker,1185732,02/08/2021,West,Colorado,Aurora,Men's Apparel,49,87,4263.0,1041.53,0.24,Outlet
Kohl's,1189833,02/08/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,69,332,22908.0,8478.67,0.37,Outlet
Walmart,1197831,02/08/2021,West,Washington,Tacoma,Men's Street Footwear,54,139,7506.0,3530.72,0.47,In-store
Amazon,1167421,02/08/2021,Midwest,Minnesota,Minneapolis,Women's Apparel,51,235,11985.0,5337.49,0.45,Online
Foot Locker,1185732,02/08/2021,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,51,182,9282.0,2117.44,0.23,Outlet
Sports Direct,1128299,02/08/2021,South,Oklahoma,Tulsa,Men's Street Footwear,64,112,7168.0,3052.59,0.43,In-store
Kohl's,1189833,02/08/2021,Northeast,New Jersey,Trenton,Women's Street Footwear,38,248,9424.0,2253.0,0.24,Outlet
West Gear,1105732,02/09/2020,Midwest,Ohio,Columbus,Men's Street Footwear,62,76,4712.0,1772.04,0.38,In-store
Amazon,1167421,02/09/2020,Midwest,Illinois,Peoria,Women's Apparel,55,112,6160.0,1950.04,0.32,In-store
Sports Direct,1128299,02/09/2020,Midwest,Ohio,Cincinnati,Men's Street Footwear,53,160,8480.0,3574.34,0.42,Online
West Gear,1105732,02/09/2020,Southeast,Tennessee,Knoxville,Men's Athletic Footwear,76,209,15884.0,5387.89,0.34,Online
Walmart,1197831,02/09/2020,Northeast,Pennsylvania,Allentown,Men's Apparel,37,328,12136.0,3331.07,0.27,Online
Sports Direct,1128299,02/09/2021,South,Texas,Austin,Men's Athletic Footwear,55,104,5720.0,2100.98,0.37,Outlet
Amazon,1167421,02/09/2021,Midwest,Ohio,Columbus,Women's Street Footwear,67,192,12864.0,4728.46,0.37,In-store
Kohl's,1189833,02/09/2021,Southeast,Florida,Miami,Women's Athletic Footwear,64,284,18176.0,6802.91,0.37,In-store
Sports Direct,1128299,02/09/2021,West,Colorado,Aurora,Men's Apparel,57,384,21888.0,7270.35,0.33,Online
Sports Direct,1128299,02/09/2021,Southeast,Florida,Miami,Women's Athletic Footwear,77,134,10318.0,3634.47,0.35,Online
Sports Direct,1128299,02/09/2021,Southeast,Florida,Miami,Women's Athletic Footwear,47,371,17437.0,6173.23,0.35,In-store
Amazon,1167421,02/09/2021,Southeast,Florida,Miami,Men's Athletic Footwear,73,306,22338.0,5546.19,0.25,Outlet
West Gear,1105732,02/09/2021,West,Colorado,Denver,Women's Apparel,63,121,7623.0,2222.64,0.29,Outlet
Sports Direct,1128299,02/09/2021,West,Oregon,Portland,Men's Street Footwear,71,141,10011.0,3894.79,0.39,Online
Foot Locker,1185732,02/09/2021,West,Washington,Tacoma,Men's Athletic Footwear,64,60,3840.0,1255.51,0.33,Online
Foot Locker,1185732,02/09/2021,South,Louisiana,Baton Rouge,Men's Athletic Footwear,54,255,13770.0,4892.34,0.36,In-store
Amazon,1167421,02/09/2021,Northeast,Connecticut,Stamford,Women's Street Footwear,36,99,3564.0,1602.45,0.45,Online
Amazon,1167421,02/10/2020,South,Texas,San Antonio,Men's Apparel,45,168,7560.0,2319.16,0.31,Online
West Gear,1105732,02/10/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,72,155,11160.0,5382.1,0.48,In-store
Walmart,1197831,02/10/2020,South,Louisiana,New Orleans,Men's Athletic Footwear,87,251,21837.0,8251.86,0.38,Online
Sports Direct,1128299,02/10/2020,South,Arkansas,Fayetteville,Men's Street Footwear,48,340,16320.0,5413.2,0.33,Online
Kohl's,1189833,02/10/2020,Midwest,Minnesota,Rochester,Women's Athletic Footwear,71,215,15265.0,4895.86,0.32,In-store
West Gear,1105732,02/10/2020,Southeast,Virginia,Richmond,Women's Street Footwear,41,48,1968.0,645.93,0.33,Outlet
Sports Direct,1128299,02/10/2020,West,Nevada,Henderson,Men's Apparel,60,226,13560.0,4839.53,0.36,In-store
Walmart,1197831,02/10/2020,West,California,Sacramento,Women's Apparel,44,390,17160.0,5297.97,0.31,Outlet
Walmart,1197831,02/10/2020,Midwest,Illinois,Peoria,Women's Apparel,61,289,17629.0,7841.95,0.44,In-store
Sports Direct,1128299,02/10/2020,Southeast,Tennessee,Nashville,Women's Apparel,57,373,21261.0,9317.82,0.44,Online
West Gear,1105732,02/10/2020,Northeast,Pennsylvania,Allentown,Women's Street Footwear,54,212,11448.0,3828.84,0.33,Online
Foot Locker,1185732,02/10/2020,Northeast,Massachusetts,Boston,Women's Athletic Footwear,69,147,10143.0,3823.77,0.38,Online
Walmart,1197831,02/10/2020,West,Nevada,Henderson,Men's Street Footwear,46,220,10120.0,4485.73,0.44,In-store
Foot Locker,1185732,02/10/2020,Midwest,Illinois,Chicago,Men's Athletic Footwear,53,166,8798.0,2480.04,0.28,Outlet
Foot Locker,1185732,02/10/2020,West,Colorado,Colorado Springs,Women's Apparel,38,112,4256.0,1137.78,0.27,Outlet
Foot Locker,1185732,02/10/2020,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,77,48,3696.0,1052.89,0.28,Outlet
West Gear,1105732,02/10/2020,West,Washington,Tacoma,Men's Street Footwear,62,199,12338.0,2903.18,0.24,Outlet
Amazon,1167421,02/10/2020,Northeast,New York,Buffalo,Men's Street Footwear,69,139,9591.0,2942.19,0.31,Online
West Gear,1105732,02/10/2020,South,Mississippi,Hattiesburg,Women's Street Footwear,40,94,3760.0,1549.33,0.41,Online
Kohl's,1189833,02/10/2020,Southeast,Georgia,Savannah,Men's Apparel,29,68,1972.0,542.76,0.28,Outlet
West Gear,1105732,02/10/2021,Northeast,Massachusetts,Worcester,Men's Apparel,34,324,11016.0,3965.7,0.36,In-store
Kohl's,1189833,02/10/2021,South,Oklahoma,Tulsa,Women's Street Footwear,67,44,2948.0,938.82,0.32,Outlet
Foot Locker,1185732,02/10/2021,Midwest,Minnesota,Minneapolis,Women's Apparel,30,396,11880.0,3499.94,0.29,Online
Foot Locker,1185732,02/10/2021,Southeast,Virginia,Virginia Beach,Men's Apparel,26,204,5304.0,1967.22,0.37,Online
Foot Locker,1185732,02/10/2021,Southeast,Florida,Miami,Men's Street Footwear,75,286,21450.0,8278.01,0.39,Online
Kohl's,1189833,02/10/2021,Northeast,New Jersey,Trenton,Men's Athletic Footwear,58,285,16530.0,5793.8,0.35,Outlet
Kohl's,1189833,02/10/2021,South,Louisiana,New Orleans,Men's Apparel,41,372,15252.0,4683.84,0.31,Outlet
Amazon,1167421,02/10/2021,South,Mississippi,Hattiesburg,Men's Apparel,48,216,10368.0,4441.45,0.43,Online
Foot Locker,1185732,02/10/2021,Midwest,Indiana,Fort Wayne,Men's Street Footwear,72,50,3600.0,1652.23,0.46,In-store
Sports Direct,1128299,02/10/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,63,43,2709.0,1308.03,0.48,In-store
West Gear,1105732,02/10/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,62,116,7192.0,1627.39,0.23,Outlet
Kohl's,1189833,02/10/2021,South,Louisiana,Shreveport,Men's Street Footwear,43,150,6450.0,2628.83,0.41,In-store
Amazon,1167421,02/10/2021,South,Louisiana,New Orleans,Men's Apparel,26,80,2080.0,676.59,0.33,Outlet
Walmart,1197831,02/10/2021,South,Arkansas,Fayetteville,Men's Athletic Footwear,90,264,23760.0,6643.54,0.28,Outlet
Sports Direct,1128299,02/11/2020,West,Oregon,Salem,Women's Apparel,36,386,13896.0,3766.04,0.27,Online
Foot Locker,1185732,02/11/2020,Northeast,Massachusetts,Worcester,Women's Street Footwear,45,285,12825.0,3485.85,0.27,Outlet
Foot Locker,1185732,02/11/2020,Southeast,Georgia,Augusta,Women's Athletic Footwear,48,201,9648.0,4756.89,0.49,In-store
Sports Direct,1128299,02/11/2020,Southeast,North Carolina,Durham,Men's Athletic Footwear,84,64,5376.0,2277.48,0.42,In-store
Kohl's,1189833,02/11/2020,West,Oregon,Portland,Men's Athletic Footwear,53,98,5194.0,1650.65,0.32,Outlet
Kohl's,1189833,02/11/2020,West,Nevada,Las Vegas,Men's Apparel,41,317,12997.0,5576.64,0.43,In-store
Walmart,1197831,02/11/2020,Southeast,Georgia,Augusta,Men's Apparel,25,328,8200.0,3626.9,0.44,Online
Kohl's,1189833,02/11/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,44,239,10516.0,4986.32,0.47,In-store
Foot Locker,1185732,02/11/2020,Northeast,Connecticut,Hartford,Men's Street Footwear,40,100,4000.0,1305.93,0.33,In-store
West Gear,1105732,02/11/2020,Southeast,Tennessee,Memphis,Women's Apparel,63,264,16632.0,7944.08,0.48,In-store
Amazon,1167421,02/11/2020,Midwest,Indiana,Indianapolis,Women's Apparel,64,304,19456.0,8186.34,0.42,Online
Sports Direct,1128299,02/11/2020,West,Washington,Seattle,Men's Street Footwear,57,164,9348.0,2843.64,0.3,Outlet
Amazon,1167421,02/11/2021,Midwest,Michigan,Ann Arbor,Women's Athletic Footwear,65,275,17875.0,6527.54,0.37,In-store
Foot Locker,1185732,02/11/2021,West,California,Los Angeles,Men's Athletic Footwear,88,124,10912.0,4331.47,0.4,Online
Foot Locker,1185732,02/11/2021,South,Texas,Dallas,Men's Street Footwear,65,398,25870.0,7390.94,0.29,Outlet
West Gear,1105732,02/11/2021,Northeast,New York,New York,Men's Apparel,31,62,1922.0,666.48,0.35,Online
Foot Locker,1185732,02/11/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,50,280,14000.0,6698.33,0.48,In-store
West Gear,1105732,02/11/2021,West,Nevada,Henderson,Men's Street Footwear,70,356,24920.0,7574.52,0.3,Outlet
West Gear,1105732,02/11/2021,Midwest,Illinois,Springfield,Men's Street Footwear,62,296,18352.0,4744.02,0.26,Outlet
Walmart,1197831,02/11/2021,West,Nevada,Henderson,Women's Athletic Footwear,70,263,18410.0,6864.53,0.37,Online
Kohl's,1189833,02/11/2021,Midwest,Ohio,Cleveland,Men's Athletic Footwear,82,287,23534.0,9415.94,0.4,In-store
Amazon,1167421,02/11/2021,Northeast,Connecticut,Hartford,Women's Apparel,64,156,9984.0,3208.61,0.32,Online
Amazon,1167421,02/11/2021,West,Washington,Spokane,Women's Athletic Footwear,48,201,9648.0,3336.47,0.35,Outlet
Walmart,1197831,02/11/2021,West,Washington,Seattle,Men's Athletic Footwear,65,342,22230.0,9945.45,0.45,Online
Kohl's,1189833,02/11/2021,Midwest,Indiana,Fort Wayne,Women's Street Footwear,65,346,22490.0,7464.12,0.33,Outlet
Amazon,1167421,02/11/2021,Northeast,New York,Buffalo,Men's Apparel,47,304,14288.0,4605.54,0.32,In-store
West Gear,1105732,02/12/2020,West,Nevada,Las Vegas,Men's Street Footwear,66,307,20262.0,7285.04,0.36,In-store
Sports Direct,1128299,02/12/2020,West,Nevada,Henderson,Women's Street Footwear,51,216,11016.0,3703.05,0.34,Online
Kohl's,1189833,02/12/2020,Southeast,Florida,Tampa,Women's Athletic Footwear,81,261,21141.0,9052.29,0.43,In-store
Amazon,1167421,02/12/2020,South,Louisiana,New Orleans,Men's Athletic Footwear,52,45,2340.0,861.75,0.37,In-store
Sports Direct,1128299,02/12/2020,West,California,Sacramento,Men's Athletic Footwear,51,326,16626.0,7066.24,0.43,Online
West Gear,1105732,02/12/2020,West,Colorado,Denver,Men's Street Footwear,53,92,4876.0,1485.4,0.3,Outlet
Kohl's,1189833,02/12/2020,Northeast,New Jersey,Trenton,Women's Street Footwear,37,392,14504.0,4826.74,0.33,Online
Kohl's,1189833,02/12/2020,South,Mississippi,Hattiesburg,Women's Street Footwear,63,148,9324.0,4139.05,0.44,Online
West Gear,1105732,02/12/2020,Southeast,Florida,Miami,Men's Street Footwear,56,69,3864.0,1482.31,0.38,In-store
Amazon,1167421,02/12/2020,Midwest,Illinois,Peoria,Men's Street Footwear,57,249,14193.0,5857.71,0.41,In-store
West Gear,1105732,02/12/2020,West,California,San Francisco,Women's Apparel,36,320,11520.0,4644.25,0.4,Online
Sports Direct,1128299,02/12/2020,South,Mississippi,Hattiesburg,Men's Apparel,38,224,8512.0,2156.58,0.25,Outlet
West Gear,1105732,02/12/2020,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,67,368,24656.0,7504.02,0.3,In-store
Foot Locker,1185732,02/12/2020,Southeast,Tennessee,Memphis,Women's Street Footwear,41,161,6601.0,2026.35,0.31,In-store
Walmart,1197831,02/12/2020,South,Texas,San Antonio,Men's Apparel,34,319,10846.0,3300.72,0.3,Outlet
Sports Direct,1128299,02/12/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,84,302,25368.0,12554.08,0.49,In-store
Kohl's,1189833,02/12/2020,Midwest,Illinois,Chicago,Women's Athletic Footwear,64,308,19712.0,5781.35,0.29,Online
Kohl's,1189833,02/12/2021,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,57,218,12426.0,4428.5,0.36,Outlet
Walmart,1197831,02/12/2021,Midwest,Illinois,Springfield,Women's Street Footwear,53,262,13886.0,5601.2,0.4,In-store
Walmart,1197831,02/12/2021,Midwest,Michigan,Ann Arbor,Women's Apparel,57,224,12768.0,4646.92,0.36,Online
Walmart,1197831,02/12/2021,Midwest,Indiana,Indianapolis,Men's Apparel,30,307,9210.0,3436.13,0.37,Online
West Gear,1105732,02/12/2021,Midwest,Illinois,Peoria,Women's Athletic Footwear,50,160,8000.0,2016.35,0.25,Outlet
Foot Locker,1185732,02/12/2021,South,Mississippi,Hattiesburg,Women's Street Footwear,45,279,12555.0,2877.52,0.23,Outlet
Sports Direct,1128299,02/12/2021,West,Colorado,Colorado Springs,Men's Street Footwear,61,336,20496.0,5772.58,0.28,Outlet
Kohl's,1189833,02/12/2021,Northeast,New York,New York,Men's Apparel,49,267,13083.0,5291.55,0.4,In-store
Kohl's,1189833,02/12/2021,West,Washington,Tacoma,Men's Athletic Footwear,68,56,3808.0,906.13,0.24,Outlet
Walmart,1197831,02/12/2021,South,Louisiana,Shreveport,Men's Street Footwear,75,342,25650.0,7889.38,0.31,Online
West Gear,1105732,02/12/2021,South,Arkansas,Fort Smith,Women's Street Footwear,43,257,11051.0,4928.49,0.45,Online
Sports Direct,1128299,02/13/2020,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,84,63,5292.0,2297.98,0.43,In-store
Kohl's,1189833,02/13/2020,Southeast,Georgia,Augusta,Women's Street Footwear,44,70,3080.0,1120.62,0.36,Outlet
Sports Direct,1128299,02/13/2020,South,Mississippi,Jackson,Women's Street Footwear,57,120,6840.0,2939.51,0.43,Online
Amazon,1167421,02/13/2020,West,Washington,Seattle,Women's Apparel,54,230,12420.0,3191.58,0.26,Outlet
Amazon,1167421,02/13/2020,South,Arkansas,Little Rock,Men's Apparel,57,111,6327.0,2362.57,0.37,In-store
Amazon,1167421,02/13/2020,South,Louisiana,New Orleans,Women's Athletic Footwear,50,326,16300.0,3894.04,0.24,Outlet
Foot Locker,1185732,02/13/2020,Southeast,Florida,Jacksonville,Women's Apparel,53,44,2332.0,695.17,0.3,Outlet
Sports Direct,1128299,02/13/2020,Northeast,Massachusetts,Springfield,Women's Street Footwear,60,124,7440.0,3582.27,0.48,In-store
Sports Direct,1128299,02/13/2020,Midwest,Ohio,Cincinnati,Women's Apparel,51,52,2652.0,865.97,0.33,Outlet
Foot Locker,1185732,02/13/2020,West,Colorado,Aurora,Women's Apparel,61,135,8235.0,4082.85,0.5,In-store
Walmart,1197831,02/13/2020,Midwest,Illinois,Chicago,Men's Athletic Footwear,54,316,17064.0,4705.61,0.28,Online
Sports Direct,1128299,02/13/2020,South,Louisiana,Baton Rouge,Men's Apparel,34,272,9248.0,3863.61,0.42,In-store
Amazon,1167421,02/13/2020,Northeast,Massachusetts,Worcester,Women's Apparel,45,111,4995.0,1649.16,0.33,Online
